Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,Day_Of_Week,Year,Month,Day,Hour,Minute,WeekStatus_Weekend,Load_Type
39.53,16.31,0.72,0.02,92.44,99.98,65700,5,2018,3,16,18,15,0,1
61.96,40.61,0,0.03,83.64,100,66600,5,2018,3,16,18,30,0,1
84.53,32.76,0,0.04,93.24,100,67500,5,2018,3,16,18,45,0,1
91.55,31.82,0,0.04,94.46,100,68400,5,2018,3,16,19,0,0,1
86.26,33.52,0,0.04,93.21,100,69300,5,2018,3,16,19,15,0,1
104.65,36.32,0,0.05,94.47,100,70200,5,2018,3,16,19,30,0,1
93.24,36.58,0,0.04,93.09,100,71100,5,2018,3,16,19,45,0,1
103.46,28.87,0,0.05,96.32,100,72000,5,2018,3,16,20,0,0,1
70.52,13.43,1.3,0.03,98.23,99.98,72900,5,2018,3,16,20,15,0,1
51.08,6.73,1.94,0.02,99.14,99.93,73800,5,2018,3,16,20,30,0,1
100.55,25.63,0,0.05,96.9,100,74700,5,2018,3,16,20,45,0,1
74.95,15.34,1.76,0.03,97.97,99.97,75600,5,2018,3,16,21,0,0,1
3.74,4.54,0,0,63.58,100,81000,5,2018,3,16,22,30,0,1
3.71,4.32,0,0,65.15,100,81900,5,2018,3,16,22,45,0,1
3.71,4.36,0,0,64.81,100,82800,5,2018,3,16,23,0,0,1
96.7,23.11,0.22,0.04,97.26,100,33300,6,2018,3,17,9,15,1,1
65.92,12.85,1.26,0.03,98.15,99.98,34200,6,2018,3,17,9,30,1,1
93.78,21.71,0.25,0.04,97.42,100,35100,6,2018,3,17,9,45,1,1
55.84,7.88,3.13,0.03,99.02,99.84,36000,6,2018,3,17,10,0,1,1
3.06,3.53,0,0,65.5,100,81000,6,2018,3,17,22,30,1,1
3.1,3.49,0,0,66.41,100,81900,6,2018,3,17,22,45,1,1
3.06,3.38,0,0,67.11,100,82800,6,2018,3,17,23,0,1,1
119.3,44.35,0,0.05,93.73,100,33300,1,2018,3,19,9,15,0,1
86.4,35.28,0,0.04,92.58,100,34200,1,2018,3,19,9,30,0,1
116.71,52.52,0,0.05,91.19,100,35100,1,2018,3,19,9,45,0,1
130.21,55.94,0,0.06,91.88,100,36000,1,2018,3,19,10,0,0,1
57.17,26.82,0,0.03,90.53,100,62100,1,2018,3,19,17,15,0,1
54.97,23.69,0.14,0.03,91.83,100,63000,1,2018,3,19,17,30,0,1
39.46,19.69,0.83,0.02,89.48,99.98,65700,1,2018,3,19,18,15,0,1
46.66,31.07,0,0.02,83.24,100,66600,1,2018,3,19,18,30,0,1
47.12,18.86,0,0.02,92.84,100,67500,1,2018,3,19,18,45,0,1
48.06,14.26,0,0.02,95.87,100,68400,1,2018,3,19,19,0,0,1
42.59,8.24,0.04,0.02,98.18,100,69300,1,2018,3,19,19,15,0,1
48.1,15.12,0,0.02,95.4,100,70200,1,2018,3,19,19,30,0,1
48.46,14.22,0,0.02,95.95,100,71100,1,2018,3,19,19,45,0,1
48.67,14.94,0,0.02,95.6,100,72000,1,2018,3,19,20,0,0,1
49.18,15.41,0,0.02,95.43,100,72900,1,2018,3,19,20,15,0,1
39.28,6.26,0.04,0.02,98.75,100,73800,1,2018,3,19,20,30,0,1
33.7,1.26,5.04,0.02,99.93,98.9,74700,1,2018,3,19,20,45,0,1
3.74,4.68,0,0,62.43,100,81000,1,2018,3,19,22,30,0,1
3.71,4.57,0,0,63.03,100,81900,1,2018,3,19,22,45,0,1
3.74,5.04,0,0,59.59,100,82800,1,2018,3,19,23,0,0,1
65.84,25.13,0,0.03,93.43,100,33300,2,2018,3,20,9,15,0,1
68.51,30.53,0,0.03,91.34,100,34200,2,2018,3,20,9,30,0,1
73.12,31.07,0,0.03,92.04,100,35100,2,2018,3,20,9,45,0,1
54.14,18.86,0,0.02,94.43,100,36000,2,2018,3,20,10,0,0,1
54.83,21.67,0,0.03,93,100,62100,2,2018,3,20,17,15,0,1
68.62,30.74,0,0.03,91.26,100,63000,2,2018,3,20,17,30,0,1
37.33,2.84,4.32,0.02,99.71,99.34,63900,2,2018,3,20,17,45,0,1
36.5,12.89,0.72,0.02,94.29,99.98,65700,2,2018,3,20,18,15,0,1
42.44,19.91,0,0.02,90.53,100,66600,2,2018,3,20,18,30,0,1
41.29,6.8,0.94,0.02,98.67,99.97,67500,2,2018,3,20,18,45,0,1
40.28,2.3,1.12,0.02,99.84,99.96,68400,2,2018,3,20,19,0,0,1
43.13,3.02,0.04,0.02,99.76,100,69300,2,2018,3,20,19,15,0,1
40.32,2.12,1.12,0.02,99.86,99.96,70200,2,2018,3,20,19,30,0,1
40.97,2.3,0.4,0.02,99.84,100,71100,2,2018,3,20,19,45,0,1
36.36,1.01,2.45,0.02,99.96,99.77,72000,2,2018,3,20,20,0,0,1
40.5,2.27,0.32,0.02,99.84,100,72900,2,2018,3,20,20,15,0,1
36.43,1.04,2.38,0.02,99.96,99.79,73800,2,2018,3,20,20,30,0,1
39.64,1.48,0.68,0.02,99.93,99.99,74700,2,2018,3,20,20,45,0,1
33.84,0.72,4.43,0.02,99.98,99.15,75600,2,2018,3,20,21,0,0,1
4,5.51,0,0,58.75,100,81000,2,2018,3,20,22,30,0,1
3.92,5.15,0,0,60.57,100,81900,2,2018,3,20,22,45,0,1
3.92,4.82,0,0,63.1,100,82800,2,2018,3,20,23,0,0,1
57.85,20.99,0,0.03,94,100,33300,3,2018,3,21,9,15,0,1
61.88,23.44,0,0.03,93.52,100,34200,3,2018,3,21,9,30,0,1
58.75,20.74,0,0.03,94.3,100,35100,3,2018,3,21,9,45,0,1
69.37,26.24,0,0.03,93.53,100,36000,3,2018,3,21,10,0,0,1
69.77,28.76,0,0.03,92.45,100,62100,3,2018,3,21,17,15,0,1
59.76,18.18,0,0.03,95.67,100,63000,3,2018,3,21,17,30,0,1
52.02,7.06,0.72,0.02,99.09,99.99,63900,3,2018,3,21,17,45,0,1
31.93,8.86,1.12,0.01,96.36,99.94,65700,3,2018,3,21,18,15,0,1
39.31,16.27,0,0.02,92.4,100,66600,3,2018,3,21,18,30,0,1
35.06,3.85,4.43,0.02,99.4,99.21,67500,3,2018,3,21,18,45,0,1
44.42,1.76,0.76,0.02,99.92,99.99,68400,3,2018,3,21,19,0,0,1
40.18,0.76,2.16,0.02,99.98,99.86,69300,3,2018,3,21,19,15,0,1
73.62,8.17,1.26,0.03,99.39,99.99,70200,3,2018,3,21,19,30,0,1
94.86,14.72,0,0.04,98.82,100,71100,3,2018,3,21,19,45,0,1
74.56,9.22,1.8,0.03,99.24,99.97,72000,3,2018,3,21,20,0,0,1
89.5,13.46,0.18,0.04,98.89,100,72900,3,2018,3,21,20,15,0,1
75.24,9.32,1.55,0.03,99.24,99.98,73800,3,2018,3,21,20,30,0,1
88.31,12.35,0.29,0.04,99.04,100,74700,3,2018,3,21,20,45,0,1
77.65,9.54,1.08,0.04,99.25,99.99,75600,3,2018,3,21,21,0,0,1
95.54,15.26,0,0.04,98.75,100,76500,3,2018,3,21,21,15,0,1
75.82,9.22,1.19,0.03,99.27,99.99,77400,3,2018,3,21,21,30,0,1
89.32,12.17,0.04,0.04,99.08,100,78300,3,2018,3,21,21,45,0,1
86.44,12.71,1.76,0.04,98.94,99.98,79200,3,2018,3,21,22,0,0,1
5.44,8.06,0,0,55.94,100,81000,3,2018,3,21,22,30,0,1
5.4,7.88,0,0,56.53,100,81900,3,2018,3,21,22,45,0,1
5.36,7.63,0,0,57.48,100,82800,3,2018,3,21,23,0,0,1
109.51,43.27,0,0.05,93,100,33300,4,2018,3,22,9,15,0,1
138.35,57.6,0,0.06,92.32,100,34200,4,2018,3,22,9,30,0,1
89.57,32.69,0,0.04,93.94,100,35100,4,2018,3,22,9,45,0,1
71.86,32.47,0,0.03,91.13,100,36000,4,2018,3,22,10,0,0,1
34.88,1.08,4.64,0.02,99.95,99.13,62100,4,2018,3,22,17,15,0,1
37.12,1.87,4,0.02,99.87,99.42,63000,4,2018,3,22,17,30,0,1
38.77,14.69,0.97,0.02,93.51,99.97,65700,4,2018,3,22,18,15,0,1
42.23,20.99,0,0.02,89.55,100,66600,4,2018,3,22,18,30,0,1
40.07,5.58,0.94,0.02,99.04,99.97,67500,4,2018,3,22,18,45,0,1
43.2,4.1,0.43,0.02,99.55,100,68400,4,2018,3,22,19,0,0,1
36.97,1.3,4.14,0.02,99.94,99.38,69300,4,2018,3,22,19,15,0,1
38.56,3.13,1.4,0.02,99.67,99.93,70200,4,2018,3,22,19,30,0,1
41.47,4.64,0.72,0.02,99.38,99.98,71100,4,2018,3,22,19,45,0,1
37.48,2.38,3.2,0.02,99.8,99.64,72000,4,2018,3,22,20,0,0,1
33.05,0.61,5.4,0.02,99.98,98.69,72900,4,2018,3,22,20,15,0,1
37.19,2.48,2.59,0.02,99.78,99.76,73800,4,2018,3,22,20,30,0,1
37.04,0.54,2.77,0.02,99.99,99.72,74700,4,2018,3,22,20,45,0,1
38.05,0.9,2.63,0.02,99.97,99.76,75600,4,2018,3,22,21,0,0,1
87.98,13,0.32,0.04,98.93,100,76500,4,2018,3,22,21,15,0,1
6.66,6.59,0,0,71.08,100,81000,4,2018,3,22,22,30,0,1
6.59,6.26,0,0,72.5,100,81900,4,2018,3,22,22,45,0,1
7.34,6.23,0,0,76.24,100,82800,4,2018,3,22,23,0,0,1
122.9,51.3,0,0.06,92.28,100,34200,5,2018,3,23,9,30,0,1
121.9,54.22,0,0.06,91.37,100,35100,5,2018,3,23,9,45,0,1
126.65,52.27,0,0.06,92.44,100,36000,5,2018,3,23,10,0,0,1
99.36,34.52,0,0.05,94.46,100,62100,5,2018,3,23,17,15,0,1
81.83,21.42,0.07,0.04,96.74,100,63000,5,2018,3,23,17,30,0,1
71.96,31.46,0.47,0.03,91.63,100,65700,5,2018,3,23,18,15,0,1
75.92,28.94,0,0.03,93.44,100,67500,5,2018,3,23,18,45,0,1
56.41,22.86,0,0.03,92.68,100,68400,5,2018,3,23,19,0,0,1
68.98,27.61,0,0.03,92.84,100,69300,5,2018,3,23,19,15,0,1
56.74,20.7,0,0.03,93.94,100,70200,5,2018,3,23,19,30,0,1
63.4,22.72,0,0.03,94.14,100,71100,5,2018,3,23,19,45,0,1
58.28,21.28,0,0.03,93.93,100,72000,5,2018,3,23,20,0,0,1
49.64,13.86,0,0.02,96.32,100,72900,5,2018,3,23,20,15,0,1
42.44,4,1.04,0.02,99.56,99.97,73800,5,2018,3,23,20,30,0,1
43.78,4.03,0.18,0.02,99.58,100,74700,5,2018,3,23,20,45,0,1
44.6,3.96,0.47,0.02,99.61,99.99,75600,5,2018,3,23,21,0,0,1
37.62,0.97,1.8,0.02,99.97,99.89,76500,5,2018,3,23,21,15,0,1
39.96,1.8,0.22,0.02,99.9,100,77400,5,2018,3,23,21,30,0,1
32.65,0.68,5.18,0.01,99.98,98.76,78300,5,2018,3,23,21,45,0,1
4.97,5.76,0,0,65.33,100,81000,5,2018,3,23,22,30,0,1
4.97,5.8,0,0,65.07,100,81900,5,2018,3,23,22,45,0,1
4.5,5.22,0,0,65.29,100,82800,5,2018,3,23,23,0,0,1
38.74,1.91,0.72,0.02,99.88,99.98,33300,6,2018,3,24,9,15,1,1
33.16,0.4,3.02,0.02,99.99,99.59,34200,6,2018,3,24,9,30,1,1
32.29,0.18,4.03,0.01,100,99.23,35100,6,2018,3,24,9,45,1,1
31.79,0,4.79,0.01,100,98.88,36000,6,2018,3,24,10,0,1,1
3.1,3.71,0,0,64.12,100,81000,6,2018,3,24,22,30,1,1
3.1,3.64,0,0,64.84,100,81900,6,2018,3,24,22,45,1,1
4.1,4.57,0,0,66.78,100,82800,6,2018,3,24,23,0,1,1
36.07,0.07,3.2,0.02,100,99.61,33300,0,2018,3,25,9,15,1,1
35.1,0.07,3.96,0.02,100,99.37,34200,0,2018,3,25,9,30,1,1
36.04,0.07,3.2,0.02,100,99.61,36000,0,2018,3,25,10,0,1,1
3.13,3.82,0,0,63.38,100,81000,0,2018,3,25,22,30,1,1
3.13,3.78,0,0,63.78,100,81900,0,2018,3,25,22,45,1,1
3.13,3.64,0,0,65.2,100,82800,0,2018,3,25,23,0,1,1
87.23,22.03,0,0.04,96.96,100,33300,1,2018,3,26,9,15,0,1
99.25,23.11,0,0.05,97.39,100,34200,1,2018,3,26,9,30,0,1
90.18,21.35,0,0.04,97.31,100,35100,1,2018,3,26,9,45,0,1
74.05,17.82,0,0.03,97.22,100,36000,1,2018,3,26,10,0,0,1
50.29,20.56,0,0.02,92.56,100,62100,1,2018,3,26,17,15,0,1
55.87,26.89,0,0.03,90.11,100,63000,1,2018,3,26,17,30,0,1
43.24,26.35,0.72,0.02,85.39,99.99,65700,1,2018,3,26,18,15,0,1
51.73,42.26,0,0.02,77.44,100,66600,1,2018,3,26,18,30,0,1
59.33,34.16,0,0.03,86.66,100,67500,1,2018,3,26,18,45,0,1
53.86,25.74,0,0.02,90.23,100,68400,1,2018,3,26,19,0,0,1
51.16,24.44,0,0.02,90.23,100,69300,1,2018,3,26,19,15,0,1
47.77,17.21,0,0.02,94.08,100,70200,1,2018,3,26,19,30,0,1
60.37,30.82,0,0.03,89.06,100,71100,1,2018,3,26,19,45,0,1
52.78,24.66,0,0.02,90.6,100,72000,1,2018,3,26,20,0,0,1
55.15,28.4,0,0.03,88.9,100,72900,1,2018,3,26,20,15,0,1
50.87,23.8,0,0.02,90.58,100,73800,1,2018,3,26,20,30,0,1
45.07,11.56,0,0.02,96.86,100,74700,1,2018,3,26,20,45,0,1
35.17,2.74,4.93,0.02,99.7,99.03,75600,1,2018,3,26,21,0,0,1
4.93,6.05,0,0,63.17,100,81000,1,2018,3,26,22,30,0,1
3.82,4.39,0,0,65.64,100,81900,1,2018,3,26,22,45,0,1
3.74,4.46,0,0,64.25,100,82800,1,2018,3,26,23,0,0,1
51.12,17.6,0,0.02,94.55,100,33300,2,2018,3,27,9,15,0,1
65.92,27.18,0,0.03,92.45,100,34200,2,2018,3,27,9,30,0,1
65.7,34.13,0,0.03,88.74,100,35100,2,2018,3,27,9,45,0,1
46.84,18.72,0,0.02,92.86,100,36000,2,2018,3,27,10,0,0,1
51.73,10.73,0.18,0.02,97.92,100,62100,2,2018,3,27,17,15,0,1
45.79,9.47,0.32,0.02,97.93,100,63000,2,2018,3,27,17,30,0,1
47.7,23.22,0.61,0.02,89.91,99.99,65700,2,2018,3,27,18,15,0,1
50.9,32.4,0,0.02,84.36,100,66600,2,2018,3,27,18,30,0,1
54.97,21.49,0,0.03,93.14,100,67500,2,2018,3,27,18,45,0,1
46.12,11.02,0.07,0.02,97.26,100,68400,2,2018,3,27,19,0,0,1
59.51,19.66,0.04,0.03,94.95,100,69300,2,2018,3,27,19,15,0,1
37.26,3.6,0.18,0.02,99.54,100,70200,2,2018,3,27,19,30,0,1
35.14,1.8,0.61,0.02,99.87,99.98,71100,2,2018,3,27,19,45,0,1
47.45,9.86,0.11,0.02,97.91,100,72000,2,2018,3,27,20,0,0,1
45.04,11.2,0.14,0.02,97.04,100,72900,2,2018,3,27,20,15,0,1
34.81,3.46,1.91,0.02,99.51,99.85,73800,2,2018,3,27,20,30,0,1
3.71,4.9,0,0,60.36,100,81000,2,2018,3,27,22,30,0,1
3.67,5.04,0,0,58.86,100,81900,2,2018,3,27,22,45,0,1
3.64,4.82,0,0,60.26,100,82800,2,2018,3,27,23,0,0,1
46.26,8.82,0.5,0.02,98.23,99.99,33300,3,2018,3,28,9,15,0,1
51.55,10.51,0.32,0.02,97.98,100,34200,3,2018,3,28,9,30,0,1
46.98,6.41,0.32,0.02,99.08,100,35100,3,2018,3,28,9,45,0,1
51.19,9.72,0.29,0.02,98.24,100,36000,3,2018,3,28,10,0,0,1
54.54,25.06,0,0.03,90.87,100,62100,3,2018,3,28,17,15,0,1
54.07,25.42,0,0.02,90.5,100,63000,3,2018,3,28,17,30,0,1
39.42,3.17,1.66,0.02,99.68,99.91,63900,3,2018,3,28,17,45,0,1
39.17,1.37,1.48,0.02,99.94,99.93,64800,3,2018,3,28,18,0,0,1
34.99,16.13,0.61,0.02,90.81,99.98,65700,3,2018,3,28,18,15,0,1
39.1,25.49,0,0.02,83.77,100,66600,3,2018,3,28,18,30,0,1
30.35,4.86,1.48,0.01,98.74,99.88,67500,3,2018,3,28,18,45,0,1
35.32,5.51,0.5,0.02,98.8,99.99,68400,3,2018,3,28,19,0,0,1
39.49,7.09,0.4,0.02,98.43,99.99,69300,3,2018,3,28,19,15,0,1
34.27,3.74,1.12,0.02,99.41,99.95,70200,3,2018,3,28,19,30,0,1
35.5,5.8,0.36,0.02,98.69,99.99,71100,3,2018,3,28,19,45,0,1
31.72,2.16,1.33,0.01,99.77,99.91,72000,3,2018,3,28,20,0,0,1
37.48,7.2,0.07,0.02,98.2,100,72900,3,2018,3,28,20,15,0,1
33.7,4.72,3.2,0.02,99.03,99.55,73800,3,2018,3,28,20,30,0,1
3.71,5.04,0,0,59.28,100,81000,3,2018,3,28,22,30,0,1
3.71,5.22,0,0,57.93,100,81900,3,2018,3,28,22,45,0,1
3.64,4.57,0,0,62.3,100,82800,3,2018,3,28,23,0,0,1
51.08,17.68,0,0.02,94.5,100,33300,4,2018,3,29,9,15,0,1
55.66,21.82,0,0.03,93.1,100,34200,4,2018,3,29,9,30,0,1
80.5,38.7,0,0.04,90.13,100,35100,4,2018,3,29,9,45,0,1
55.33,20.63,0,0.03,93.7,100,36000,4,2018,3,29,10,0,0,1
103.97,44.96,0,0.05,91.79,100,62100,4,2018,3,29,17,15,0,1
110.59,47.45,0,0.05,91.9,100,63000,4,2018,3,29,17,30,0,1
50,13.82,0.86,0.02,96.39,99.99,63900,4,2018,3,29,17,45,0,1
60.52,26.24,0.58,0.03,91.75,100,65700,4,2018,3,29,18,15,0,1
49.68,32.98,0,0.02,83.31,100,66600,4,2018,3,29,18,30,0,1
47.59,21.56,0,0.02,91.09,100,67500,4,2018,3,29,18,45,0,1
44.5,13.82,0,0.02,95.5,100,68400,4,2018,3,29,19,0,0,1
46.76,15.34,0,0.02,95.02,100,69300,4,2018,3,29,19,15,0,1
52.09,20.23,0,0.02,93.22,100,70200,4,2018,3,29,19,30,0,1
53.14,21.42,0,0.02,92.75,100,71100,4,2018,3,29,19,45,0,1
49.82,17.86,0,0.02,94.13,100,72000,4,2018,3,29,20,0,0,1
44.28,13.18,0,0.02,95.84,100,72900,4,2018,3,29,20,15,0,1
48.96,14.04,0,0.02,96.13,100,73800,4,2018,3,29,20,30,0,1
40.28,3.53,0.58,0.02,99.62,99.99,74700,4,2018,3,29,20,45,0,1
42.59,3.82,0.32,0.02,99.6,100,75600,4,2018,3,29,21,0,0,1
3.67,4.57,0,0,62.62,100,81000,4,2018,3,29,22,30,0,1
3.6,5.04,0,0,58.12,100,81900,4,2018,3,29,22,45,0,1
3.53,5.18,0,0,56.31,100,82800,4,2018,3,29,23,0,0,1
64.19,32.08,0,0.03,89.45,100,33300,5,2018,3,30,9,15,0,1
68.26,40.43,0,0.03,86.04,100,34200,5,2018,3,30,9,30,0,1
73.44,40.75,0,0.03,87.44,100,35100,5,2018,3,30,9,45,0,1
68.36,39.6,0,0.03,86.53,100,36000,5,2018,3,30,10,0,0,1
68,37.37,0,0.03,87.64,100,62100,5,2018,3,30,17,15,0,1
65.74,28.19,0,0.03,91.91,100,63000,5,2018,3,30,17,30,0,1
42.62,7.27,0.04,0.02,98.58,100,63900,5,2018,3,30,17,45,0,1
33.23,0.68,5.54,0.02,99.98,98.64,64800,5,2018,3,30,18,0,0,1
26.39,6.7,0.83,0.01,96.93,99.95,65700,5,2018,3,30,18,15,0,1
3.31,4.64,0,0,58.07,100,81000,5,2018,3,30,22,30,0,1
3.46,5.36,0,0,54.23,100,81900,5,2018,3,30,22,45,0,1
3.38,4.79,0,0,57.65,100,82800,5,2018,3,30,23,0,0,1
53.21,22.64,0,0.02,92.02,100,33300,1,2018,4,2,9,15,0,1
59.11,27.32,0,0.03,90.77,100,34200,1,2018,4,2,9,30,0,1
61.31,30.78,0,0.03,89.37,100,35100,1,2018,4,2,9,45,0,1
52.56,21.85,0,0.02,92.34,100,36000,1,2018,4,2,10,0,0,1
49.82,14.26,0,0.02,96.14,100,62100,1,2018,4,2,17,15,0,1
59.83,21.28,0.36,0.03,94.22,100,63000,1,2018,4,2,17,30,0,1
35.46,14.04,0.61,0.02,92.98,99.99,65700,1,2018,4,2,18,15,0,1
59.62,38.7,0,0.03,83.88,100,66600,1,2018,4,2,18,30,0,1
42.12,14.72,0,0.02,94.4,100,67500,1,2018,4,2,18,45,0,1
44.03,12.6,0,0.02,96.14,100,68400,1,2018,4,2,19,0,0,1
54.61,18.25,0,0.03,94.84,100,69300,1,2018,4,2,19,15,0,1
71.89,23.9,0,0.03,94.89,100,70200,1,2018,4,2,19,30,0,1
102.35,34.92,0,0.05,94.64,100,71100,1,2018,4,2,19,45,0,1
102.67,33.16,0,0.05,95.16,100,72000,1,2018,4,2,20,0,0,1
77.69,22.9,0,0.04,95.92,100,72900,1,2018,4,2,20,15,0,1
92.63,23.33,0,0.04,96.97,100,73800,1,2018,4,2,20,30,0,1
68.18,8.71,0.5,0.03,99.19,100,74700,1,2018,4,2,20,45,0,1
3.71,4.97,0,0,59.82,100,81000,1,2018,4,2,22,30,0,1
3.74,4.75,0,0,61.86,100,81900,1,2018,4,2,22,45,0,1
4.21,5.04,0,0,64.11,100,82800,1,2018,4,2,23,0,0,1
99.68,28.8,0,0.05,96.07,100,33300,2,2018,4,3,9,15,0,1
70.92,16.52,0,0.03,97.39,100,34200,2,2018,4,3,9,30,0,1
100.3,31.18,0,0.05,95.49,100,35100,2,2018,4,3,9,45,0,1
87.41,27.43,0,0.04,95.41,100,36000,2,2018,4,3,10,0,0,1
77.22,47.56,0,0.04,85.15,100,62100,2,2018,4,3,17,15,0,1
60.8,36.86,0,0.03,85.51,100,63000,2,2018,4,3,17,30,0,1
40.61,27.97,0.43,0.02,82.36,99.99,65700,2,2018,4,3,18,15,0,1
51.98,43.63,0,0.02,76.59,100,66600,2,2018,4,3,18,30,0,1
69.23,44.82,0,0.03,83.94,100,67500,2,2018,4,3,18,45,0,1
59.58,35.96,0,0.03,85.61,100,68400,2,2018,4,3,19,0,0,1
83.52,52.56,0,0.04,84.64,100,69300,2,2018,4,3,19,15,0,1
62.71,37.3,0,0.03,85.95,100,70200,2,2018,4,3,19,30,0,1
79.85,49.9,0,0.04,84.8,100,71100,2,2018,4,3,19,45,0,1
58.86,33.37,0,0.03,86.99,100,72000,2,2018,4,3,20,0,0,1
52.09,28.51,0,0.02,87.72,100,72900,2,2018,4,3,20,15,0,1
76.21,49.07,0,0.03,84.08,100,73800,2,2018,4,3,20,30,0,1
52.09,22.79,0.14,0.02,91.62,100,74700,2,2018,4,3,20,45,0,1
5,7.2,0,0,57.04,100,81000,2,2018,4,3,22,30,0,1
3.92,5.18,0,0,60.34,100,81900,2,2018,4,3,22,45,0,1
3.82,5.26,0,0,58.76,100,82800,2,2018,4,3,23,0,0,1
53.86,22.07,0,0.02,92.53,100,33300,3,2018,4,4,9,15,0,1
65.09,30.56,0,0.03,90.52,100,34200,3,2018,4,4,9,30,0,1
62.93,28.04,0,0.03,91.34,100,35100,3,2018,4,4,9,45,0,1
64.4,33.16,0,0.03,88.91,100,36000,3,2018,4,4,10,0,0,1
63.94,34.7,0,0.03,87.89,100,62100,3,2018,4,4,17,15,0,1
49.57,17.17,0,0.02,94.49,100,63000,3,2018,4,4,17,30,0,1
61.42,22.93,0,0.03,93.68,100,63900,3,2018,4,4,17,45,0,1
3.74,5.08,0,0,59.29,100,81000,3,2018,4,4,22,30,0,1
3.64,5.11,0,0,58.02,100,81900,3,2018,4,4,22,45,0,1
3.64,4.64,0,0,61.72,100,82800,3,2018,4,4,23,0,0,1
64.62,29.48,0,0.03,90.98,100,33300,4,2018,4,5,9,15,0,1
62.06,27.18,0,0.03,91.6,100,34200,4,2018,4,5,9,30,0,1
63.76,27.9,0,0.03,91.61,100,35100,4,2018,4,5,9,45,0,1
71.35,31.86,0,0.03,91.31,100,36000,4,2018,4,5,10,0,0,1
71.21,33.62,0,0.03,90.43,100,62100,4,2018,4,5,17,15,0,1
49.32,9.79,0,0.02,98.09,100,63000,4,2018,4,5,17,30,0,1
33.08,8.75,0.86,0.02,96.68,99.97,65700,4,2018,4,5,18,15,0,1
41.83,18,0,0.02,91.86,100,66600,4,2018,4,5,18,30,0,1
40.21,4.72,1.84,0.02,99.32,99.9,67500,4,2018,4,5,18,45,0,1
39.38,0.25,2.81,0.02,100,99.75,68400,4,2018,4,5,19,0,0,1
40.93,0.18,1.76,0.02,100,99.91,69300,4,2018,4,5,19,15,0,1
38.95,0.14,3.46,0.02,100,99.61,70200,4,2018,4,5,19,30,0,1
40.97,0.25,1.55,0.02,100,99.93,71100,4,2018,4,5,19,45,0,1
39.67,0.32,2.48,0.02,100,99.81,72000,4,2018,4,5,20,0,0,1
39.92,0.4,2.2,0.02,99.99,99.85,72900,4,2018,4,5,20,15,0,1
41.08,0.5,1.12,0.02,99.99,99.96,73800,4,2018,4,5,20,30,0,1
38.84,0.29,2.84,0.02,100,99.73,74700,4,2018,4,5,20,45,0,1
3.85,4.75,0,0,62.97,100,81000,4,2018,4,5,22,30,0,1
3.85,4.86,0,0,62.1,100,81900,4,2018,4,5,22,45,0,1
3.82,4.9,0,0,61.48,100,82800,4,2018,4,5,23,0,0,1
66.96,23.22,0,0.03,94.48,100,33300,5,2018,4,6,9,15,0,1
74.38,24.59,0,0.03,94.95,100,34200,5,2018,4,6,9,30,0,1
72.4,17.89,0,0.03,97.08,100,35100,5,2018,4,6,9,45,0,1
94.36,27.58,0,0.04,95.98,100,36000,5,2018,4,6,10,0,0,1
78.77,19.51,0,0.04,97.07,100,62100,5,2018,4,6,17,15,0,1
95.04,20.12,0,0.04,97.83,100,63000,5,2018,4,6,17,30,0,1
51.41,17.1,0.65,0.02,94.89,99.99,65700,5,2018,4,6,18,15,0,1
72.29,28.12,0,0.03,93.2,100,66600,5,2018,4,6,18,30,0,1
53.06,12.1,0.11,0.02,97.5,100,67500,5,2018,4,6,18,45,0,1
82.91,14.8,0.04,0.04,98.44,100,68400,5,2018,4,6,19,0,0,1
81.68,14.44,0.11,0.04,98.47,100,69300,5,2018,4,6,19,15,0,1
78.34,13.9,0.11,0.04,98.46,100,70200,5,2018,4,6,19,30,0,1
90.58,16.24,0.07,0.04,98.43,100,71100,5,2018,4,6,19,45,0,1
81.79,15.01,0.14,0.04,98.36,100,72000,5,2018,4,6,20,0,0,1
87.44,15.7,0.14,0.04,98.43,100,72900,5,2018,4,6,20,15,0,1
78.37,13.9,0.14,0.04,98.46,100,73800,5,2018,4,6,20,30,0,1
97.38,18.79,0,0.04,98.19,100,74700,5,2018,4,6,20,45,0,1
38.56,1.33,3.82,0.02,99.94,99.51,75600,5,2018,4,6,21,0,0,1
5.04,6.77,0,0,59.72,100,81000,5,2018,4,6,22,30,0,1
4.93,6.62,0,0,59.73,100,81900,5,2018,4,6,22,45,0,1
4.86,6.48,0,0,60,100,82800,5,2018,4,6,23,0,0,1
69.05,9.72,0.79,0.03,99.02,99.99,33300,6,2018,4,7,9,15,1,1
89.21,15.88,0.07,0.04,98.45,100,34200,6,2018,4,7,9,30,1,1
76.36,11.34,0.25,0.04,98.92,100,35100,6,2018,4,7,9,45,1,1
70.52,10.94,0.83,0.03,98.82,99.99,36000,6,2018,4,7,10,0,1,1
3.13,3.92,0,0,62.4,100,81000,6,2018,4,7,22,30,1,1
3.06,3.89,0,0,61.83,100,81900,6,2018,4,7,22,45,1,1
